species,pathway_id,pathway_name,gene_names,ncbi_id,uniprot_id,ko_number,ec_number
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",probable pectinesterase 53 isoform X3,103635870,,KO:K01051,EC:3.1.1.11
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",probable pectinesterase 53,103636664,,KO:K01051,EC:3.1.1.11
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",pectinesterase,103645866,,KO:K01051,EC:3.1.1.11
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",pectinesterase,103650113,,KO:K01051,EC:3.1.1.11
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",putative pectinesterase/pectinesterase inhibitor 38,103655070,,KO:K01051,EC:3.1.1.11
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",putative pectinesterase/pectinesterase inhibitor 38,103655079,,KO:K01051,EC:3.1.1.11
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",putative pectinesterase/pectinesterase inhibitor 38,103655081,,KO:K01051,EC:3.1.1.11
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",putative pectinesterase/pectinesterase inhibitor 38,103655074,,KO:K01051,EC:3.1.1.11
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",putative pectinesterase/pectinesterase inhibitor 38,103655089,,KO:K01051,EC:3.1.1.11
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",putative pectinesterase 11 isoform X1,103636111,,KO:K01051,EC:3.1.1.11
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",putative pectinesterase/pectinesterase inhibitor 38,109945664,,KO:K01051,EC:3.1.1.11
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",putative pectinesterase/pectinesterase inhibitor 38,109945668,,KO:K01051,EC:3.1.1.11
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",putative pectinesterase 11,111590550,,KO:K01051,EC:3.1.1.11
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",probable pectinesterase/pectinesterase inhibitor 46,103655071,,KO:K01051,EC:3.1.1.11
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",putative pectinesterase/pectinesterase inhibitor 38,103655084,,KO:K01051,EC:3.1.1.11
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",probable pectinesterase/pectinesterase inhibitor 17,103655087,,KO:K01051,EC:3.1.1.11
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",pco073276b|uncharacterized protein LOC100283618,100283618,,KO:K01728,EC:4.2.2.2
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",uncharacterized LOC100273705,100273705,,KO:K01728,EC:4.2.2.2
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",pectate lyase 12 precursor,100281581,,KO:K01728,EC:4.2.2.2
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",pectate lyase precursor,100284356,,KO:K01728,EC:4.2.2.2
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",pectate lyase 8,100281162,,KO:K01728,EC:4.2.2.2
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",uncharacterized protein LOC107275230 precursor,107275230,,KO:K01728,EC:4.2.2.2
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",male gametophyte-specific 2 precursor,542245,,KO:K01728,EC:4.2.2.2
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",uncharacterized LOC100502180,100502180,,KO:K01728,EC:4.2.2.2
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",pectate lyase 1,103636583,,KO:K01728,EC:4.2.2.2
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",gpm506|uncharacterized protein LOC100284055 precursor,100284055,,KO:K01728,EC:4.2.2.2
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",putative pectate lyase 21,103652411,,KO:K01728,EC:4.2.2.2
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",putative pectate lyase 21,109939990,,KO:K01728,EC:4.2.2.2
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",polygalacturonase precursor,100283875,,KO:K01184,EC:3.2.1.15
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",polygalacturonase,103644217,,KO:K01184,EC:3.2.1.15
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",polygalacturonase ADPG1,103644218,,KO:K01184,EC:3.2.1.15
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",polygalacturonase ADPG2,103644219,,KO:K01184,EC:3.2.1.15
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",putative alcohol dehydrogenase superfamily protein precursor,100273291,,KO:K01184,EC:3.2.1.15
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",uncharacterized protein LOC100274254 precursor,100274254,,KO:K01184,EC:3.2.1.15
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",polygalacturonase QRT2,103651758,,KO:K01184,EC:3.2.1.15
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",exopolygalacturonase precursor,100191230,,KO:K01213,EC:3.2.1.67
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",uncharacterized LOC100273736,100273736,,KO:K01213,EC:3.2.1.67
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",uncharacterized protein LOC100273946 precursor,100273946,,KO:K01213,EC:3.2.1.67
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",exopolygalacturonase precursor,100273711,,KO:K01213,EC:3.2.1.67
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",exopolygalacturonase precursor,732772,,KO:K01213,EC:3.2.1.67
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",polygalacturonase isoform X1,100285007,,KO:K01213,EC:3.2.1.67
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",exopolygalacturonase-like,103626843,,KO:K01213,EC:3.2.1.67
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",exopolygalacturonase-like,103626848,,KO:K01213,EC:3.2.1.67
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",pgl1|exopolygalacturonase precursor,542387,,KO:K01213,EC:3.2.1.67
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",LOW QUALITY PROTEIN: exopolygalacturonase,103631311,,KO:K01213,EC:3.2.1.67
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",exopolygalacturonase,103629733,,KO:K01213,EC:3.2.1.67
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",exopolygalacturonase-like,103629735,,KO:K01213,EC:3.2.1.67
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",exopolygalacturonase-like,103629743,,KO:K01213,EC:3.2.1.67
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",exopolygalacturonase-like,103629730,,KO:K01213,EC:3.2.1.67
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",exopolygalacturonase,103629734,,KO:K01213,EC:3.2.1.67
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",exopolygalacturonase,103653359,,KO:K01213,EC:3.2.1.67
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",polygalacturonase precursor,100285881,,KO:K01213,EC:3.2.1.67
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",LOW QUALITY PROTEIN: exopolygalacturonase,103639332,,KO:K01213,EC:3.2.1.67
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",polygalacturonase precursor,100285523,,KO:K01213,EC:3.2.1.67
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",uncharacterized protein LOC100216586,100216586,,KO:K16190,EC:2.7.1.43
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",UDP-sugar pyrophosphorylase-like,109939773,,KO:K12447,EC:2.7.7.64
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",UDP-sugar pyrophosphorylase,103625925,,KO:K12447,EC:2.7.7.64
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",TIDP2982|uncharacterized protein LOC100285949,100285949,,KO:K12447,EC:2.7.7.64
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",uncharacterized protein LOC100382378,100382378,,KO:K12447,EC:2.7.7.64
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",TIDP3299|UDP-glucose 6-dehydrogenase,100279549,,KO:K00012,EC:1.1.1.22
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",gpm540b|uncharacterized protein LOC100282847,100282847,,KO:K00012,EC:1.1.1.22
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",UDP-glucose 6-dehydrogenase,100285497,,KO:K00012,EC:1.1.1.22
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",csu815|uncharacterized protein LOC100191846,100191846,,KO:K00963,EC:2.7.7.9
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",uncharacterized protein LOC100191463,100191463,,KO:K00963,EC:2.7.7.9
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",si945020c09(283)|uncharacterized protein LOC100382295 isoform X1,100382295,,KO:K00963,EC:2.7.7.9
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",aldose reductase,103625686,,KO:K00002,EC:1.1.1.2
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
","putative oxidoreductase, aldo/keto reductase family protein",100194348,,KO:K00002,EC:1.1.1.2
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",cl25115_1|uncharacterized protein LOC100279403,100279403,,KO:K00002,EC:1.1.1.2
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",TIDP2673|uncharacterized protein LOC100381673,100381673,,KO:K00002,EC:1.1.1.2
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",uncharacterized protein LOC100857058,100857058,,KO:K00002,EC:1.1.1.2
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",aldo-keto reductase family 4 member C10,103630432,,KO:K00002,EC:1.1.1.2
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
","pco147797a|aldo-keto reductase family 1, member B1",100037812,,KO:K00002,EC:1.1.1.2
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",uncharacterized protein LOC100274365,100274365,,KO:K01783,EC:5.1.3.1
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",ribulose-phosphate 3-epimerase,100282201,,KO:K01783,EC:5.1.3.1
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",ribulose-phosphate 3-epimerase,100283478,,KO:K01783,EC:5.1.3.1
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",xylulose kinase,100282641,,KO:K00854,EC:2.7.1.17
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",pco103489b|Xylose isomerase precursor,100194128,,KO:K01805,EC:5.3.1.5
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",putative xylose isomerase family protein precursor,100194385,,KO:K01805,EC:5.3.1.5
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",xylose isomerase,103647496,,KO:K01805,EC:5.3.1.5
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",sdh1|sorbitol dehydrogenase homolog 1,100283066,,KO:K00008,EC:1.1.1.14
zma,ko00040,"path:zma00040	Pentose and glucuronate interconversions - Zea mays (maize)
",uncharacterized protein LOC100382087,100382087,,KO:K22935,EC:2.7.1.47
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","putative endo-1,4-beta-mannosidase family protein precursor",100280295,,KO:K19355,EC:3.2.1.78
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","LOW QUALITY PROTEIN: putative mannan endo-1,4-beta-mannosidase 5",103628997,,KO:K19355,EC:3.2.1.78
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",AY107018|uncharacterized protein LOC100191416,100191416,,KO:K19355,EC:3.2.1.78
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",uncharacterized LOC100279398 precursor,100279398,,KO:K19355,EC:3.2.1.78
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","mannan endo-1,4-beta-mannosidase 6 isoform X1",103638326,,KO:K19355,EC:3.2.1.78
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","mannan endo-1,4-beta-mannosidase 8",103647149,,KO:K19355,EC:3.2.1.78
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",frk1|fructokinase-1,542107,,KO:K00847,EC:2.7.1.4
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",frk2|fructokinase-2,542108,,KO:K00847,EC:2.7.1.4
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",gpm441|uncharacterized protein LOC100193286,100193286,,KO:K00847,EC:2.7.1.4
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",uncharacterized protein LOC100502178,100502178,,KO:K00847,EC:2.7.1.4
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",uncharacterized protein LOC100272536,100272536,,KO:K01809,EC:5.3.1.8
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",gpm141|uncharacterized protein LOC100272600,100272600,,KO:K01809,EC:5.3.1.8
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",TIDP2936|uncharacterized protein LOC100281365,100281365,,KO:K01809,EC:5.3.1.8
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",umc2246|Phosphomannomutase,100272867,,KO:K17497,EC:5.4.2.8
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",probable mannose-1-phosphate guanylyltransferase 3,103651012,,KO:K00966,EC:2.7.7.13
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",uncharacterized LOC100191571,100191571,,KO:K00966,EC:2.7.7.13
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",Mannose-1-phosphate guanylyltransferase 1,100274383,,KO:K00966,EC:2.7.7.13
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",uncharacterized protein LOC100192721,100192721,,KO:K00966,EC:2.7.7.13
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",AY110569|Mannose-1-phosphate guanylyltransferase 1,100274471,,KO:K00966,EC:2.7.7.13
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","GDP-mannose 4,6 dehydratase 2",100282677,,KO:K01711,EC:4.2.1.47
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","GDP-mannose 4,6 dehydratase 1",103638108,,KO:K01711,EC:4.2.1.47
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",GDP-L-fucose synthase 1,100283867,,KO:K02377,EC:1.1.1.271
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",cl10045_1a|uncharacterized protein LOC100277024,100277024,,KO:K18447,EC:3.6.1.21
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",uncharacterized protein LOC100381824,100381824,,KO:K05305,EC:2.7.1.52
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",hex2|hexokinase 2,100170246,,KO:K00844,EC:2.7.1.1
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",si946063f09|hexokinase1,100192075,,KO:K00844,EC:2.7.1.1
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",pco074668|uncharacterized protein LOC542510,542510,,KO:K00844,EC:2.7.1.1
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",uncharacterized protein LOC100279587,100279587,,KO:K00844,EC:2.7.1.1
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",hexokinase-1,100285932,,KO:K00844,EC:2.7.1.1
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",hexokinase-1,100283735,,KO:K00844,EC:2.7.1.1
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",hexokinase-3,103636300,,KO:K00844,EC:2.7.1.1
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",hexokinase-3,103650768,,KO:K00844,EC:2.7.1.1
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",hexokinase-6,103651223,,KO:K00844,EC:2.7.1.1
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",uncharacterized protein LOC100279231,100279231,,KO:K00850,EC:2.7.1.11
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",6-phosphofructokinase isoform 2,100281464,,KO:K00850,EC:2.7.1.11
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",6-phosphofructokinase 2,100281585,,KO:K00850,EC:2.7.1.11
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",6-phosphofructokinase,100285548,,KO:K00850,EC:2.7.1.11
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",pco064611a|uncharacterized LOC100192478 isoform 1,100192478,,KO:K00850,EC:2.7.1.11
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",6-phosphofructokinase 2,100281688,,KO:K00850,EC:2.7.1.11
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",pyrophosphate--fructose 6-phosphate 1-phosphotransferase,100280694,,KO:K00850,EC:2.7.1.11
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",uncharacterized protein LOC100191982,100191982,,KO:K00850,EC:2.7.1.11
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","ATP-dependent 6-phosphofructokinase 5, chloroplastic isoform X1",103647427,,KO:K00850,EC:2.7.1.11
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",ATP-dependent 6-phosphofructokinase 7,103629493,,KO:K00850,EC:2.7.1.11
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",ATP-dependent 6-phosphofructokinase 6,103630144,,KO:K00850,EC:2.7.1.11
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",ATP-dependent 6-phosphofructokinase 6,103630633,,KO:K00850,EC:2.7.1.11
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",pco110217|uncharacterized protein LOC100193340,100193340,,KO:K00895,EC:2.7.1.90
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",ppi-phosphofructokinase,100382182,,KO:K00895,EC:2.7.1.90
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",uncharacterized protein LOC100191851,100191851,,KO:K00895,EC:2.7.1.90
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",gpm74|uncharacterized protein LOC100282190,100282190,,KO:K00895,EC:2.7.1.90
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",gpm893|uncharacterized protein LOC100280449,100280449,,KO:K00895,EC:2.7.1.90
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",LOW QUALITY PROTEIN: pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha,103632535,,KO:K00895,EC:2.7.1.90
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha isoform X1,101027252,,KO:K00895,EC:2.7.1.90
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",pco073762|uncharacterized protein LOC100273700,100273700,,KO:K03841,EC:3.1.3.11
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",uncharacterized protein LOC100216767,100216767,,KO:K03841,EC:3.1.3.11
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","fructose-1,6-bisphosphatase",100281068,,KO:K03841,EC:3.1.3.11
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","fructose-1,6-bisphosphatase, cytosolic",100284739,,KO:K03841,EC:3.1.3.11
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","fructose-1,6-bisphosphatase, cytosolic",103631224,,KO:K03841,EC:3.1.3.11
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","fructose-6-phosphate-2-kinase/fructose-2, 6-bisphosphatase  [EC:3.1.3.46 2.7.1.105]",541911,,KO:K01103,
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",sdh1|sorbitol dehydrogenase homolog 1,100283066,,KO:K00008,EC:1.1.1.14
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",pco103489b|Xylose isomerase precursor,100194128,,KO:K01805,EC:5.3.1.5
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",putative xylose isomerase family protein precursor,100194385,,KO:K01805,EC:5.3.1.5
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",xylose isomerase,103647496,,KO:K01805,EC:5.3.1.5
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","ald1|fructose-bisphosphate aldolase, cytoplasmic isozyme",542261,,KO:K01623,EC:4.1.2.13
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",AY110170|uncharacterized protein LOC100272845,100272845,,KO:K01623,EC:4.1.2.13
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",IDP1438|uncharacterized protein LOC100273196,100273196,,KO:K01623,EC:4.1.2.13
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",fructose-bisphosphate aldolase cytoplasmic isozyme,100272913,,KO:K01623,EC:4.1.2.13
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",fructose-bisphosphate aldolase,100286050,,KO:K01623,EC:4.1.2.13
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","fructose-bisphosphate aldolase 3, chloroplastic",103644539,,KO:K01623,EC:4.1.2.13
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","fructose-bisphosphate aldolase 3, chloroplastic",100502020,,KO:K01623,EC:4.1.2.13
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",uncharacterized LOC100274515,100274515,,KO:K01623,EC:4.1.2.13
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","fructose-bisphosphate aldolase 3, chloroplastic-like",103653043,,KO:K01623,EC:4.1.2.13
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","fructose-bisphosphate aldolase 3, chloroplastic",103648726,,KO:K01623,EC:4.1.2.13
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","fructose-bisphosphate aldolase 3, chloroplastic",103653987,,KO:K01623,EC:4.1.2.13
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",uncharacterized protein LOC100191222,100191222,,KO:K01803,EC:5.3.1.1
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",gpm397a|uncharacterized protein LOC100193000,100193000,,KO:K01803,EC:5.3.1.1
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","triosephosphate isomerase, cytosolic-like",103645706,,KO:K01803,EC:5.3.1.1
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
",uncharacterized protein LOC100194114,100194114,,KO:K01803,EC:5.3.1.1
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","TIM|triosephosphate isomerase, cytosolic",100272481,,KO:K01803,EC:5.3.1.1
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","triosephosphate isomerase, cytosolic",100280823,,KO:K01803,EC:5.3.1.1
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","triosephosphate isomerase, cytosolic-like",103651898,,KO:K01803,EC:5.3.1.1
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","triosephosphate isomerase, cytosolic",103644857,,KO:K01803,EC:5.3.1.1
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","3,4-dihydroxy-2-butanone kinase  [EC:4.6.1.15 2.7.1.29 2.7.1.28]",100282191,,KO:K00863,
zma,ko00051,"path:zma00051	Fructose and mannose metabolism - Zea mays (maize)
","putative 3,4-dihydroxy-2-butanone kinase  [EC:4.6.1.15 2.7.1.29 2.7.1.28]",103655186,,KO:K00863,
mtr,ko00010,"path:mtr00010	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)
",hexokinase,MTR_8g014530,,KO:K00844,EC:2.7.1.1
mtr,ko00010,"path:mtr00010	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)
",hexokinase,MTR_6g088795,,KO:K00844,EC:2.7.1.1
mtr,ko00010,"path:mtr00010	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)
",hexokinase,MTR_8g102460,,KO:K00844,EC:2.7.1.1
mtr,ko00010,"path:mtr00010	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)
",hexokinase,MTR_5g009000,,KO:K00844,EC:2.7.1.1
mtr,ko00010,"path:mtr00010	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)
",hexokinase,MTR_1g025140,,KO:K00844,EC:2.7.1.1
